port_transport_number;port;transport;transport_number;service_name;description
49884_17;49884;udp;17;N/A;N/A
49884_6;49884;tcp;6;N/A;N/A
49885_17;49885;udp;17;N/A;N/A
49885_6;49885;tcp;6;N/A;N/A
49886_17;49886;udp;17;N/A;N/A
49886_6;49886;tcp;6;N/A;N/A
49888_17;49888;udp;17;N/A;N/A
49888_6;49888;tcp;6;N/A;N/A
49889_17;49889;udp;17;N/A;N/A
49892_17;49892;udp;17;N/A;N/A
49892_6;49892;tcp;6;N/A;N/A
49894_17;49894;udp;17;N/A;N/A
49895_6;49895;tcp;6;N/A;N/A
49898_17;49898;udp;17;N/A;N/A
49898_6;49898;tcp;6;N/A;N/A
49899_17;49899;udp;17;N/A;N/A
49899_6;49899;tcp;6;N/A;N/A
49901_17;49901;udp;17;N/A;N/A
49902_17;49902;udp;17;N/A;N/A
49906_17;49906;udp;17;N/A;N/A
49906_6;49906;tcp;6;N/A;N/A
49908_17;49908;udp;17;N/A;N/A
49908_6;49908;tcp;6;N/A;N/A
49912_17;49912;udp;17;N/A;N/A
49913_17;49913;udp;17;N/A;N/A
49914_17;49914;udp;17;N/A;N/A
49914_6;49914;tcp;6;N/A;N/A
49916_17;49916;udp;17;N/A;N/A
49919_17;49919;udp;17;N/A;N/A
49920_17;49920;udp;17;N/A;N/A
49920_6;49920;tcp;6;N/A;N/A
49921_17;49921;udp;17;N/A;N/A
49921_6;49921;tcp;6;N/A;N/A
49922_17;49922;udp;17;N/A;N/A
49923_17;49923;udp;17;N/A;N/A
49923_6;49923;tcp;6;N/A;N/A
49926_17;49926;udp;17;N/A;N/A
49926_6;49926;tcp;6;N/A;N/A
49927_17;49927;udp;17;N/A;N/A
49928_17;49928;udp;17;N/A;N/A
49929_17;49929;udp;17;N/A;N/A
49931_17;49931;udp;17;N/A;N/A
49932_17;49932;udp;17;N/A;N/A
49932_6;49932;tcp;6;N/A;N/A
49933_17;49933;udp;17;N/A;N/A
49935_17;49935;udp;17;N/A;N/A
49938_17;49938;udp;17;N/A;N/A
49940_17;49940;udp;17;N/A;N/A
49940_6;49940;tcp;6;N/A;N/A
49941_17;49941;udp;17;N/A;N/A
49942_17;49942;udp;17;N/A;N/A
49943_6;49943;tcp;6;N/A;N/A
49944_17;49944;udp;17;N/A;N/A
49944_6;49944;tcp;6;N/A;N/A
49945_17;49945;udp;17;N/A;N/A
49946_17;49946;udp;17;N/A;N/A
49947_17;49947;udp;17;N/A;N/A
49947_6;49947;tcp;6;N/A;N/A
49950_17;49950;udp;17;N/A;N/A
49951_6;49951;tcp;6;N/A;N/A
49952_17;49952;udp;17;N/A;N/A
49953_17;49953;udp;17;N/A;N/A
49953_6;49953;tcp;6;N/A;N/A
49954_17;49954;udp;17;N/A;N/A
49954_6;49954;tcp;6;N/A;N/A
49955_17;49955;udp;17;N/A;N/A
49957_17;49957;udp;17;N/A;N/A
49958_6;49958;tcp;6;N/A;N/A
49959_17;49959;udp;17;N/A;N/A
49959_6;49959;tcp;6;N/A;N/A
49961_17;49961;udp;17;N/A;N/A
49961_6;49961;tcp;6;N/A;N/A
49962_17;49962;udp;17;N/A;N/A
49964_17;49964;udp;17;N/A;N/A
49964_6;49964;tcp;6;N/A;N/A
49966_17;49966;udp;17;N/A;N/A
49966_6;49966;tcp;6;N/A;N/A
49971_17;49971;udp;17;N/A;N/A
49972_17;49972;udp;17;N/A;N/A
49973_17;49973;udp;17;N/A;N/A
49973_6;49973;tcp;6;N/A;N/A
49974_17;49974;udp;17;N/A;N/A
49977_17;49977;udp;17;N/A;N/A
49977_6;49977;tcp;6;N/A;N/A
49981_17;49981;udp;17;N/A;N/A
49982_17;49982;udp;17;N/A;N/A
49982_6;49982;tcp;6;N/A;N/A
49984_17;49984;udp;17;N/A;N/A
49984_6;49984;tcp;6;N/A;N/A
49985_17;49985;udp;17;N/A;N/A
49985_6;49985;tcp;6;N/A;N/A
49986_17;49986;udp;17;N/A;N/A
49986_6;49986;tcp;6;N/A;N/A
49987_17;49987;udp;17;N/A;N/A
49987_6;49987;tcp;6;N/A;N/A
49990_17;49990;udp;17;N/A;N/A
49990_6;49990;tcp;6;N/A;N/A
49991_17;49991;udp;17;N/A;N/A
49991_6;49991;tcp;6;N/A;N/A
49992_17;49992;udp;17;N/A;N/A
49992_6;49992;tcp;6;N/A;N/A
49994_17;49994;udp;17;N/A;N/A
49994_6;49994;tcp;6;N/A;N/A
49995_17;49995;udp;17;N/A;N/A
49995_6;49995;tcp;6;N/A;N/A
49997_17;49997;udp;17;N/A;N/A
49997_6;49997;tcp;6;N/A;N/A
49999_17;49999;udp;17;N/A;N/A
49999_6;49999;tcp;6;N/A;N/A
50000_17;50000;udp;17;N/A;N/A
50000_6;50000;tcp;6;N/A;N/A
50001_17;50001;udp;17;N/A;N/A
50002_17;50002;udp;17;N/A;N/A
50003_17;50003;udp;17;N/A;N/A
50004_17;50004;udp;17;N/A;N/A
50004_6;50004;tcp;6;N/A;N/A
50005_17;50005;udp;17;N/A;N/A
50006_6;50006;tcp;6;N/A;N/A
50007_17;50007;udp;17;N/A;N/A
50007_6;50007;tcp;6;N/A;N/A
50008_17;50008;udp;17;N/A;N/A
50009_17;50009;udp;17;N/A;N/A
50010_17;50010;udp;17;N/A;N/A
50010_6;50010;tcp;6;N/A;N/A
50012_17;50012;udp;17;N/A;N/A
50017_17;50017;udp;17;N/A;N/A
50017_6;50017;tcp;6;N/A;N/A
50018_17;50018;udp;17;N/A;N/A
50018_6;50018;tcp;6;N/A;N/A
50019_17;50019;udp;17;N/A;N/A
50019_6;50019;tcp;6;N/A;N/A
50023_17;50023;udp;17;N/A;N/A
50023_6;50023;tcp;6;N/A;N/A
50024_17;50024;udp;17;N/A;N/A
50025_17;50025;udp;17;N/A;N/A
50025_6;50025;tcp;6;N/A;N/A
50026_17;50026;udp;17;N/A;N/A
50026_6;50026;tcp;6;N/A;N/A
50032_17;50032;udp;17;N/A;N/A
50032_6;50032;tcp;6;N/A;N/A
50033_17;50033;udp;17;N/A;N/A
50035_17;50035;udp;17;N/A;N/A
50037_17;50037;udp;17;N/A;N/A
50037_6;50037;tcp;6;N/A;N/A
50038_17;50038;udp;17;N/A;N/A
50039_17;50039;udp;17;N/A;N/A
50039_6;50039;tcp;6;N/A;N/A
50041_17;50041;udp;17;N/A;N/A
50041_6;50041;tcp;6;N/A;N/A
50042_17;50042;udp;17;N/A;N/A
50043_17;50043;udp;17;N/A;N/A
50043_6;50043;tcp;6;N/A;N/A
50050_17;50050;udp;17;N/A;N/A
50050_6;50050;tcp;6;N/A;N/A
50051_17;50051;udp;17;N/A;N/A
50051_6;50051;tcp;6;N/A;N/A
50053_17;50053;udp;17;N/A;N/A
50054_17;50054;udp;17;N/A;N/A
50054_6;50054;tcp;6;N/A;N/A
50055_17;50055;udp;17;N/A;N/A
50057_17;50057;udp;17;N/A;N/A
50057_6;50057;tcp;6;N/A;N/A
50059_17;50059;udp;17;N/A;N/A
50059_6;50059;tcp;6;N/A;N/A
50060_17;50060;udp;17;N/A;N/A
50060_6;50060;tcp;6;N/A;N/A
50062_17;50062;udp;17;N/A;N/A
50062_6;50062;tcp;6;N/A;N/A
50063_17;50063;udp;17;N/A;N/A
50063_6;50063;tcp;6;N/A;N/A
50065_17;50065;udp;17;N/A;N/A
50065_6;50065;tcp;6;N/A;N/A
50066_6;50066;tcp;6;N/A;N/A
50067_17;50067;udp;17;N/A;N/A
50069_17;50069;udp;17;N/A;N/A
50069_6;50069;tcp;6;N/A;N/A
50071_17;50071;udp;17;N/A;N/A
50071_6;50071;tcp;6;N/A;N/A
50073_17;50073;udp;17;N/A;N/A
50074_17;50074;udp;17;N/A;N/A
50074_6;50074;tcp;6;N/A;N/A
50075_17;50075;udp;17;N/A;N/A
50078_17;50078;udp;17;N/A;N/A
50078_6;50078;tcp;6;N/A;N/A
50079_6;50079;tcp;6;N/A;N/A
50080_6;50080;tcp;6;N/A;N/A
50081_17;50081;udp;17;N/A;N/A
50081_6;50081;tcp;6;N/A;N/A
50085_17;50085;udp;17;N/A;N/A
50087_17;50087;udp;17;N/A;N/A
50087_6;50087;tcp;6;N/A;N/A
50088_17;50088;udp;17;N/A;N/A
50088_6;50088;tcp;6;N/A;N/A
50089_17;50089;udp;17;N/A;N/A
50090_17;50090;udp;17;N/A;N/A
50090_6;50090;tcp;6;N/A;N/A
50091_17;50091;udp;17;N/A;N/A
50092_17;50092;udp;17;N/A;N/A
50094_17;50094;udp;17;N/A;N/A
50095_17;50095;udp;17;N/A;N/A
50096_17;50096;udp;17;N/A;N/A
50097_17;50097;udp;17;N/A;N/A
50097_6;50097;tcp;6;N/A;N/A
50099_17;50099;udp;17;N/A;N/A
50100_17;50100;udp;17;N/A;N/A
50104_6;50104;tcp;6;N/A;N/A
50105_17;50105;udp;17;N/A;N/A
50105_6;50105;tcp;6;N/A;N/A
50106_17;50106;udp;17;N/A;N/A
50106_6;50106;tcp;6;N/A;N/A
50107_17;50107;udp;17;N/A;N/A
50107_6;50107;tcp;6;N/A;N/A
50108_17;50108;udp;17;N/A;N/A
50108_6;50108;tcp;6;N/A;N/A
50109_17;50109;udp;17;N/A;N/A
50111_17;50111;udp;17;N/A;N/A
50111_6;50111;tcp;6;N/A;N/A
50112_17;50112;udp;17;N/A;N/A
50112_6;50112;tcp;6;N/A;N/A
50115_6;50115;tcp;6;N/A;N/A
50116_17;50116;udp;17;N/A;N/A
50116_6;50116;tcp;6;N/A;N/A
50117_6;50117;tcp;6;N/A;N/A
50118_17;50118;udp;17;N/A;N/A
50118_6;50118;tcp;6;N/A;N/A
50119_17;50119;udp;17;N/A;N/A
50119_6;50119;tcp;6;N/A;N/A
50120_17;50120;udp;17;N/A;N/A
50120_6;50120;tcp;6;N/A;N/A
50122_17;50122;udp;17;N/A;N/A
50122_6;50122;tcp;6;N/A;N/A
50123_17;50123;udp;17;N/A;N/A
50123_6;50123;tcp;6;N/A;N/A
50124_17;50124;udp;17;N/A;N/A
50126_17;50126;udp;17;N/A;N/A
50126_6;50126;tcp;6;N/A;N/A
50129_17;50129;udp;17;N/A;N/A
50129_6;50129;tcp;6;N/A;N/A
50130_17;50130;udp;17;N/A;N/A
50133_17;50133;udp;17;N/A;N/A
50135_17;50135;udp;17;N/A;N/A
50136_17;50136;udp;17;N/A;N/A
50136_6;50136;tcp;6;N/A;N/A
50137_17;50137;udp;17;N/A;N/A
50137_6;50137;tcp;6;N/A;N/A
50140_17;50140;udp;17;N/A;N/A
50140_6;50140;tcp;6;N/A;N/A
50141_17;50141;udp;17;N/A;N/A
50141_6;50141;tcp;6;N/A;N/A
50143_17;50143;udp;17;N/A;N/A
50144_17;50144;udp;17;N/A;N/A
50147_17;50147;udp;17;N/A;N/A
50148_17;50148;udp;17;N/A;N/A
50148_6;50148;tcp;6;N/A;N/A
50150_17;50150;udp;17;N/A;N/A
50150_6;50150;tcp;6;N/A;N/A
50151_17;50151;udp;17;N/A;N/A
50153_17;50153;udp;17;N/A;N/A
50155_17;50155;udp;17;N/A;N/A
50155_6;50155;tcp;6;N/A;N/A
50156_17;50156;udp;17;N/A;N/A
50156_6;50156;tcp;6;N/A;N/A
50157_17;50157;udp;17;N/A;N/A
50157_6;50157;tcp;6;N/A;N/A
50158_17;50158;udp;17;N/A;N/A
50159_17;50159;udp;17;N/A;N/A
50160_17;50160;udp;17;N/A;N/A
50160_6;50160;tcp;6;N/A;N/A
50162_17;50162;udp;17;N/A;N/A
50162_6;50162;tcp;6;N/A;N/A
50163_17;50163;udp;17;N/A;N/A
50163_6;50163;tcp;6;N/A;N/A
50166_17;50166;udp;17;N/A;N/A
50166_6;50166;tcp;6;N/A;N/A
50167_17;50167;udp;17;N/A;N/A
50167_6;50167;tcp;6;N/A;N/A
50171_17;50171;udp;17;N/A;N/A
50172_17;50172;udp;17;N/A;N/A
50173_6;50173;tcp;6;N/A;N/A
50174_17;50174;udp;17;N/A;N/A
50174_6;50174;tcp;6;N/A;N/A
50175_17;50175;udp;17;N/A;N/A
50176_17;50176;udp;17;N/A;N/A
50177_17;50177;udp;17;N/A;N/A
50178_17;50178;udp;17;N/A;N/A
50178_6;50178;tcp;6;N/A;N/A
50181_17;50181;udp;17;N/A;N/A
50181_6;50181;tcp;6;N/A;N/A
50182_17;50182;udp;17;N/A;N/A
50184_17;50184;udp;17;N/A;N/A
50184_6;50184;tcp;6;N/A;N/A
50185_17;50185;udp;17;N/A;N/A
50185_6;50185;tcp;6;N/A;N/A
50186_17;50186;udp;17;N/A;N/A
50187_17;50187;udp;17;N/A;N/A
50187_6;50187;tcp;6;N/A;N/A
50188_17;50188;udp;17;N/A;N/A
50189_17;50189;udp;17;N/A;N/A
50189_6;50189;tcp;6;N/A;N/A
50191_17;50191;udp;17;N/A;N/A
50191_6;50191;tcp;6;N/A;N/A
50193_17;50193;udp;17;N/A;N/A
50193_6;50193;tcp;6;N/A;N/A
50194_17;50194;udp;17;N/A;N/A
50194_6;50194;tcp;6;N/A;N/A
50195_17;50195;udp;17;N/A;N/A
50195_6;50195;tcp;6;N/A;N/A
50197_17;50197;udp;17;N/A;N/A
50197_6;50197;tcp;6;N/A;N/A
50199_17;50199;udp;17;N/A;N/A
50200_17;50200;udp;17;N/A;N/A
50200_6;50200;tcp;6;N/A;N/A
50202_17;50202;udp;17;N/A;N/A
50205_17;50205;udp;17;N/A;N/A
50206_17;50206;udp;17;N/A;N/A
50206_6;50206;tcp;6;N/A;N/A
50207_17;50207;udp;17;N/A;N/A
50208_17;50208;udp;17;N/A;N/A
50208_6;50208;tcp;6;N/A;N/A
50209_17;50209;udp;17;N/A;N/A
50209_6;50209;tcp;6;N/A;N/A
50210_6;50210;tcp;6;N/A;N/A
50211_17;50211;udp;17;N/A;N/A
50212_17;50212;udp;17;N/A;N/A
50214_17;50214;udp;17;N/A;N/A
50216_17;50216;udp;17;N/A;N/A
50216_6;50216;tcp;6;N/A;N/A
50220_17;50220;udp;17;N/A;N/A
50220_6;50220;tcp;6;N/A;N/A
50221_17;50221;udp;17;N/A;N/A
50223_17;50223;udp;17;N/A;N/A
50224_17;50224;udp;17;N/A;N/A
50224_6;50224;tcp;6;N/A;N/A
50225_17;50225;udp;17;N/A;N/A
50226_6;50226;tcp;6;N/A;N/A
50228_17;50228;udp;17;N/A;N/A
50228_6;50228;tcp;6;N/A;N/A
50229_17;50229;udp;17;N/A;N/A
50229_6;50229;tcp;6;N/A;N/A
50230_17;50230;udp;17;N/A;N/A
50230_6;50230;tcp;6;N/A;N/A
50231_17;50231;udp;17;N/A;N/A
50232_17;50232;udp;17;N/A;N/A
50232_6;50232;tcp;6;N/A;N/A
50235_17;50235;udp;17;N/A;N/A
50235_6;50235;tcp;6;N/A;N/A
50236_17;50236;udp;17;N/A;N/A
50236_6;50236;tcp;6;N/A;N/A
50237_17;50237;udp;17;N/A;N/A
50239_17;50239;udp;17;N/A;N/A
50239_6;50239;tcp;6;N/A;N/A
50240_6;50240;tcp;6;N/A;N/A
50241_6;50241;tcp;6;N/A;N/A
50243_17;50243;udp;17;N/A;N/A
50244_6;50244;tcp;6;N/A;N/A
50247_17;50247;udp;17;N/A;N/A
50251_17;50251;udp;17;N/A;N/A
50255_17;50255;udp;17;N/A;N/A
50255_6;50255;tcp;6;N/A;N/A
50256_17;50256;udp;17;N/A;N/A
50256_6;50256;tcp;6;N/A;N/A
50257_17;50257;udp;17;N/A;N/A
50257_6;50257;tcp;6;N/A;N/A
50259_17;50259;udp;17;N/A;N/A
50260_17;50260;udp;17;N/A;N/A
50261_17;50261;udp;17;N/A;N/A
50261_6;50261;tcp;6;N/A;N/A
50262_17;50262;udp;17;N/A;N/A
50262_6;50262;tcp;6;N/A;N/A
50263_17;50263;udp;17;N/A;N/A
50264_17;50264;udp;17;N/A;N/A
50264_6;50264;tcp;6;N/A;N/A
50268_17;50268;udp;17;N/A;N/A
50269_6;50269;tcp;6;N/A;N/A
50272_17;50272;udp;17;N/A;N/A
50272_6;50272;tcp;6;N/A;N/A
50274_17;50274;udp;17;N/A;N/A
50274_6;50274;tcp;6;N/A;N/A
50276_17;50276;udp;17;N/A;N/A
50277_17;50277;udp;17;N/A;N/A
50277_6;50277;tcp;6;N/A;N/A
50278_17;50278;udp;17;N/A;N/A
50282_17;50282;udp;17;N/A;N/A
50283_6;50283;tcp;6;N/A;N/A
50286_17;50286;udp;17;N/A;N/A
50286_6;50286;tcp;6;N/A;N/A
50289_17;50289;udp;17;N/A;N/A
50291_17;50291;udp;17;N/A;N/A
50293_17;50293;udp;17;N/A;N/A
50293_6;50293;tcp;6;N/A;N/A
50294_17;50294;udp;17;N/A;N/A
50296_17;50296;udp;17;N/A;N/A
50296_6;50296;tcp;6;N/A;N/A
50297_17;50297;udp;17;N/A;N/A
50297_6;50297;tcp;6;N/A;N/A
50298_17;50298;udp;17;N/A;N/A
50301_17;50301;udp;17;N/A;N/A
50301_6;50301;tcp;6;N/A;N/A
50303_17;50303;udp;17;N/A;N/A
50303_6;50303;tcp;6;N/A;N/A
50304_17;50304;udp;17;N/A;N/A
50304_6;50304;tcp;6;N/A;N/A
50305_17;50305;udp;17;N/A;N/A
50307_17;50307;udp;17;N/A;N/A
50307_6;50307;tcp;6;N/A;N/A
50308_17;50308;udp;17;N/A;N/A
50308_6;50308;tcp;6;N/A;N/A
50309_17;50309;udp;17;N/A;N/A
50312_17;50312;udp;17;N/A;N/A
50313_17;50313;udp;17;N/A;N/A
50313_6;50313;tcp;6;N/A;N/A
50315_17;50315;udp;17;N/A;N/A
50315_6;50315;tcp;6;N/A;N/A
50316_17;50316;udp;17;N/A;N/A
50316_6;50316;tcp;6;N/A;N/A
50319_17;50319;udp;17;N/A;N/A
50319_6;50319;tcp;6;N/A;N/A
50320_6;50320;tcp;6;N/A;N/A
50321_17;50321;udp;17;N/A;N/A
50321_6;50321;tcp;6;N/A;N/A
50322_17;50322;udp;17;N/A;N/A
50323_17;50323;udp;17;N/A;N/A
50324_17;50324;udp;17;N/A;N/A
50328_6;50328;tcp;6;N/A;N/A
50329_17;50329;udp;17;N/A;N/A
50330_17;50330;udp;17;N/A;N/A
50330_6;50330;tcp;6;N/A;N/A
50331_17;50331;udp;17;N/A;N/A
50333_17;50333;udp;17;N/A;N/A
50335_17;50335;udp;17;N/A;N/A
50335_6;50335;tcp;6;N/A;N/A
50336_17;50336;udp;17;N/A;N/A
50336_6;50336;tcp;6;N/A;N/A
50337_17;50337;udp;17;N/A;N/A
50337_6;50337;tcp;6;N/A;N/A
50338_17;50338;udp;17;N/A;N/A
50339_17;50339;udp;17;N/A;N/A
50339_6;50339;tcp;6;N/A;N/A
50340_17;50340;udp;17;N/A;N/A
50340_6;50340;tcp;6;N/A;N/A
50344_17;50344;udp;17;N/A;N/A
50345_17;50345;udp;17;N/A;N/A
50345_6;50345;tcp;6;N/A;N/A
50346_17;50346;udp;17;N/A;N/A
50346_6;50346;tcp;6;N/A;N/A
50347_17;50347;udp;17;N/A;N/A
50347_6;50347;tcp;6;N/A;N/A
50349_17;50349;udp;17;N/A;N/A
50350_17;50350;udp;17;N/A;N/A
50350_6;50350;tcp;6;N/A;N/A
50353_17;50353;udp;17;N/A;N/A
50353_6;50353;tcp;6;N/A;N/A
50354_17;50354;udp;17;N/A;N/A
50354_6;50354;tcp;6;N/A;N/A
50356_6;50356;tcp;6;N/A;N/A
50359_17;50359;udp;17;N/A;N/A
50359_6;50359;tcp;6;N/A;N/A
50362_17;50362;udp;17;N/A;N/A
50362_6;50362;tcp;6;N/A;N/A
50364_17;50364;udp;17;N/A;N/A
50369_17;50369;udp;17;N/A;N/A
50369_6;50369;tcp;6;N/A;N/A
50370_17;50370;udp;17;N/A;N/A
50370_6;50370;tcp;6;N/A;N/A
50371_17;50371;udp;17;N/A;N/A
50371_6;50371;tcp;6;N/A;N/A
50373_17;50373;udp;17;N/A;N/A
50373_6;50373;tcp;6;N/A;N/A
50374_17;50374;udp;17;N/A;N/A
50374_6;50374;tcp;6;N/A;N/A
50375_17;50375;udp;17;N/A;N/A
50375_6;50375;tcp;6;N/A;N/A
50377_17;50377;udp;17;N/A;N/A
50377_6;50377;tcp;6;N/A;N/A
50379_17;50379;udp;17;N/A;N/A
50379_6;50379;tcp;6;N/A;N/A
50380_17;50380;udp;17;N/A;N/A
50380_6;50380;tcp;6;N/A;N/A
50381_17;50381;udp;17;N/A;N/A
50381_6;50381;tcp;6;N/A;N/A
50383_17;50383;udp;17;N/A;N/A
50383_6;50383;tcp;6;N/A;N/A
50384_17;50384;udp;17;N/A;N/A
50384_6;50384;tcp;6;N/A;N/A
50385_17;50385;udp;17;N/A;N/A
50385_6;50385;tcp;6;N/A;N/A
50386_17;50386;udp;17;N/A;N/A
50386_6;50386;tcp;6;N/A;N/A
50387_17;50387;udp;17;N/A;N/A
50391_17;50391;udp;17;N/A;N/A
50391_6;50391;tcp;6;N/A;N/A
50393_17;50393;udp;17;N/A;N/A
50394_17;50394;udp;17;N/A;N/A
50394_6;50394;tcp;6;N/A;N/A
50397_17;50397;udp;17;N/A;N/A
50399_6;50399;tcp;6;N/A;N/A
50400_17;50400;udp;17;N/A;N/A
50400_6;50400;tcp;6;N/A;N/A
50401_17;50401;udp;17;N/A;N/A
50404_17;50404;udp;17;N/A;N/A
50405_17;50405;udp;17;N/A;N/A
50408_17;50408;udp;17;N/A;N/A
50408_6;50408;tcp;6;N/A;N/A
50411_17;50411;udp;17;N/A;N/A
50411_6;50411;tcp;6;N/A;N/A
50412_17;50412;udp;17;N/A;N/A
50412_6;50412;tcp;6;N/A;N/A
50413_17;50413;udp;17;N/A;N/A
50413_6;50413;tcp;6;N/A;N/A
50414_17;50414;udp;17;N/A;N/A
50415_17;50415;udp;17;N/A;N/A
50416_17;50416;udp;17;N/A;N/A
50420_17;50420;udp;17;N/A;N/A
50420_6;50420;tcp;6;N/A;N/A
50421_17;50421;udp;17;N/A;N/A
50421_6;50421;tcp;6;N/A;N/A
50422_17;50422;udp;17;N/A;N/A
50422_6;50422;tcp;6;N/A;N/A
50424_17;50424;udp;17;N/A;N/A
50426_17;50426;udp;17;N/A;N/A
50428_17;50428;udp;17;N/A;N/A
50428_6;50428;tcp;6;N/A;N/A
50429_17;50429;udp;17;N/A;N/A
50429_6;50429;tcp;6;N/A;N/A
50430_17;50430;udp;17;N/A;N/A
50430_6;50430;tcp;6;N/A;N/A
50431_17;50431;udp;17;N/A;N/A
50431_6;50431;tcp;6;N/A;N/A
50432_17;50432;udp;17;N/A;N/A
50433_17;50433;udp;17;N/A;N/A
50434_17;50434;udp;17;N/A;N/A
50437_17;50437;udp;17;N/A;N/A
50437_6;50437;tcp;6;N/A;N/A
50439_17;50439;udp;17;N/A;N/A
50445_17;50445;udp;17;N/A;N/A
50447_17;50447;udp;17;N/A;N/A
50447_6;50447;tcp;6;N/A;N/A
50448_17;50448;udp;17;N/A;N/A
50448_6;50448;tcp;6;N/A;N/A
50449_17;50449;udp;17;N/A;N/A
50452_17;50452;udp;17;N/A;N/A
50452_6;50452;tcp;6;N/A;N/A
50455_17;50455;udp;17;N/A;N/A
50456_17;50456;udp;17;N/A;N/A
50456_6;50456;tcp;6;N/A;N/A
50457_17;50457;udp;17;N/A;N/A
50457_6;50457;tcp;6;N/A;N/A
50459_17;50459;udp;17;N/A;N/A
50460_17;50460;udp;17;N/A;N/A
50464_17;50464;udp;17;N/A;N/A
50467_6;50467;tcp;6;N/A;N/A
50468_17;50468;udp;17;N/A;N/A
50468_6;50468;tcp;6;N/A;N/A
50471_17;50471;udp;17;N/A;N/A
50472_17;50472;udp;17;N/A;N/A
50473_17;50473;udp;17;N/A;N/A
50475_17;50475;udp;17;N/A;N/A
50475_6;50475;tcp;6;N/A;N/A
50476_17;50476;udp;17;N/A;N/A
50482_17;50482;udp;17;N/A;N/A
50482_6;50482;tcp;6;N/A;N/A
50483_17;50483;udp;17;N/A;N/A
50485_17;50485;udp;17;N/A;N/A
50490_17;50490;udp;17;N/A;N/A
50490_6;50490;tcp;6;N/A;N/A
50491_17;50491;udp;17;N/A;N/A
50491_6;50491;tcp;6;N/A;N/A
50492_17;50492;udp;17;N/A;N/A
50492_6;50492;tcp;6;N/A;N/A
50493_17;50493;udp;17;N/A;N/A
50495_6;50495;tcp;6;N/A;N/A
50498_17;50498;udp;17;N/A;N/A
50498_6;50498;tcp;6;N/A;N/A
50499_17;50499;udp;17;N/A;N/A
50499_6;50499;tcp;6;N/A;N/A
50500_17;50500;udp;17;N/A;N/A
50501_17;50501;udp;17;N/A;N/A
50501_6;50501;tcp;6;N/A;N/A
50502_17;50502;udp;17;N/A;N/A
50502_6;50502;tcp;6;N/A;N/A
50504_6;50504;tcp;6;N/A;N/A
50505_17;50505;udp;17;N/A;N/A
50505_6;50505;tcp;6;N/A;N/A
50506_17;50506;udp;17;N/A;N/A
50507_6;50507;tcp;6;N/A;N/A
50509_17;50509;udp;17;N/A;N/A
50509_6;50509;tcp;6;N/A;N/A
50510_17;50510;udp;17;N/A;N/A
50510_6;50510;tcp;6;N/A;N/A
50511_6;50511;tcp;6;N/A;N/A
50512_17;50512;udp;17;N/A;N/A
50512_6;50512;tcp;6;N/A;N/A
50513_17;50513;udp;17;N/A;N/A
50514_17;50514;udp;17;N/A;N/A
50514_6;50514;tcp;6;N/A;N/A
50515_17;50515;udp;17;N/A;N/A
50516_17;50516;udp;17;N/A;N/A
50516_6;50516;tcp;6;N/A;N/A
50517_17;50517;udp;17;N/A;N/A
50518_17;50518;udp;17;N/A;N/A
50521_17;50521;udp;17;N/A;N/A
50522_17;50522;udp;17;N/A;N/A
50522_6;50522;tcp;6;N/A;N/A
50523_17;50523;udp;17;N/A;N/A
50525_17;50525;udp;17;N/A;N/A
50525_6;50525;tcp;6;N/A;N/A
50528_17;50528;udp;17;N/A;N/A
50529_17;50529;udp;17;N/A;N/A
50529_6;50529;tcp;6;N/A;N/A
50530_17;50530;udp;17;N/A;N/A
50530_6;50530;tcp;6;N/A;N/A
50532_17;50532;udp;17;N/A;N/A
50532_6;50532;tcp;6;N/A;N/A
50534_17;50534;udp;17;N/A;N/A
50535_17;50535;udp;17;N/A;N/A
50536_17;50536;udp;17;N/A;N/A
50537_17;50537;udp;17;N/A;N/A
50537_6;50537;tcp;6;N/A;N/A
50538_17;50538;udp;17;N/A;N/A
50541_6;50541;tcp;6;N/A;N/A
50542_17;50542;udp;17;N/A;N/A
50542_6;50542;tcp;6;N/A;N/A
50543_17;50543;udp;17;N/A;N/A
50545_17;50545;udp;17;N/A;N/A
50545_6;50545;tcp;6;N/A;N/A
50546_17;50546;udp;17;N/A;N/A
50546_6;50546;tcp;6;N/A;N/A
50548_17;50548;udp;17;N/A;N/A
50549_17;50549;udp;17;N/A;N/A
50551_17;50551;udp;17;N/A;N/A
50552_17;50552;udp;17;N/A;N/A
50552_6;50552;tcp;6;N/A;N/A
50555_17;50555;udp;17;N/A;N/A
50555_6;50555;tcp;6;N/A;N/A
50559_17;50559;udp;17;N/A;N/A
50560_17;50560;udp;17;N/A;N/A
50561_17;50561;udp;17;N/A;N/A
50562_17;50562;udp;17;N/A;N/A
50563_17;50563;udp;17;N/A;N/A
50564_17;50564;udp;17;N/A;N/A
50564_6;50564;tcp;6;N/A;N/A
50565_17;50565;udp;17;N/A;N/A
50565_6;50565;tcp;6;N/A;N/A
50566_17;50566;udp;17;N/A;N/A
50566_6;50566;tcp;6;N/A;N/A
50567_6;50567;tcp;6;N/A;N/A
50570_17;50570;udp;17;N/A;N/A
50574_17;50574;udp;17;N/A;N/A
50575_17;50575;udp;17;N/A;N/A
50576_17;50576;udp;17;N/A;N/A
50576_6;50576;tcp;6;N/A;N/A
50577_17;50577;udp;17;N/A;N/A
50578_17;50578;udp;17;N/A;N/A
